Item_Label,URI,Project,Project_URI,Context,Context_2,Context_3,Context_URI,Latitude,Longitude,Early,Late,Item_Category,icon,Thumbnail,Published_Date,Updated_Date,Creator,Creator_URI,Site_Number,Survey_Date,Survey_Year,Grid_Location_EW,Grid_Location_NS,Height,Subregion,Neolithic,Halaf_Ubaid_Uruk,Chalcolithic,Early_Bronze,Early_Bronze, Middle_Bronze,Middle_Bronze_Late Bronze,Iron_Age,Hellenistic_Roman,Medieval,Name,Description,Site_Name,Collectors_Initials,Map_sheet_no,Local_Landmarks,Setting,Site_Description,Survey_Conditions,Collection_Summary,Collection_Comments,Hellenistic_Late_Roman_note,Medieval_note
KM 37,http://opencontext.org/subjects/fd1a8130-4f6e-4784-8100-5ee8f90ab560,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3419438959479,36.9153672561129,-333,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-31-40/km-37-general-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:05Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,37,1993-04-10T00:00:00Z,1993,152,348,,Central Valley,false,false,false,false,false,false,false,false,true,false,KM 37,Banı,Banı,All,37SCB,Minehöyük Rd. to northwest near Mazarlik,mountain crag,Promontory with wet season waterfall very light occupation overlooking gorge. Farm house or cemetery site adjacent to gorge.  Photos=roll 5-15 from KM37 to 13; 16=gorge waterfall  (EC  says east of railway track and north of KM 55 1-17-03),,Sherd count,"All sherds are very worn except for handles, not much of a site",Ridged cooking pot ware,
KM 102,http://opencontext.org/subjects/20949605-5742-46f7-802e-3cc95ea64ac1,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4685277777552,37.0768888887365,,,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:12Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,102,1993-10-23T00:00:00Z,1993,268,498,15,Nothern Valley,false,false,false,false,false,false,false,false,false,false,KM 102,Hitmetbaba,Himmetbaba,"EC,KC,MD",37SCB(N38-a4),Just N. of Çinarlı village off Antep road,"Agricultural, but edge of hills, surrounded by recently plowed fields","Terraced stony mound with stone piles and overgrown cut on top plus several holes, looks like someone was digging here; photo 10-9 from south to mound","Good, general, much vegetation cover--170 degrees from Çinarlı",Sherd count Roof Tiles,possibly some early material but nothing clear,"Terra sigillata or imitation, rope impressed",
KM 20,http://opencontext.org/subjects/24649050-2fcf-4522-9292-690de5193a37,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3001973030278,36.8020716381151,,,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:03Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,20,1993-09-29T00:00:00Z,1993,52,306,10,Southwestern Valley,false,false,false,false,false,false,false,false,false,false,KM 20,Sünbüllühoyük,Kuçükhöyük or Sünbüllühöyük,"EC,KC,BP",37SCB,"Swimming pool on to, unused but may have worked,  two huge rectangular basins, groves of trees on sw, datum point at foot 243, 1973","Roll3-33 back to Büyük H., olive grove on south",There is little material on this highly disturbed site which is probably mostly a natural rock outcrop,,Sherd count Flint count Beads,"two fibs, unknown date from heavily disturbed site",,
KM 85,http://opencontext.org/subjects/bc2a7760-319d-4249-bc6a-3c174c23def1,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3042420016378,37.0652993734868,640,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:10Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,85,1993-10-16T00:00:00Z,1993,286,306,3,Southeastern Valley,false,false,false,false,false,false,false,false,false,true,KM 85,Medehöyük,Medehöyük,All,37SCB(N38-a4),Next to large canal Üch Göl Mevki,Partly covered by cotton field,"Low oval mound, clearly has been leveled and original shape of site difficult to determine.",Good,Roof Tiles Sherd count,"Good single period Islamic site, yellow green glaze with slashes",,"glazed, incised//good Islamic site, nice late scraffiato ware 14th-15th c AD poss. Good Islamic site (SC 9-98); Donald Whitcomb confirms Islamic (2001)"
KM 158,http://opencontext.org/subjects/1149a6c4-1655-40e3-abdf-9e6fe50b36ea,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4316914775368,36.767919381418,,,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:20Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,158,1994-08-30T00:00:00Z,1994,24,452,14,Nothern Valley,false,false,false,false,false,false,false,false,false,false,KM 158,Bekdemir,Bekdemir,"EC,HT,GM,MK,LB",N37-b1,Karavsağı about .5 km to north; Domuzahırı to west (wild pig stable),,"Hill slope site at river, terrace agriculture to east.  West flood plain with garden crops and poplars; stony surfaces light sherd cover","Good general but sherds worn not a clear site in place, but villagers say they have found a lot here",Sherd count,,,
KM 140,http://opencontext.org/subjects/6f37afb4-e177-47a5-98ec-a4896861bd61,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5212906670195,36.926618809156,,,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:16Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,140,1994-08-26T00:00:00Z,1994,169,547,3,Nothern Valley,false,false,false,false,false,false,false,false,false,false,KM 140,Aksuhyk,Aksuhöyük,"KC,LB,GM,HT,MK",M37-c3,"100m E. of Aksu village just of the Türkoğlu Rd., power lines cross site from E-W",Surrounded by cotton on N and E,"Low round mound, part of plowed field, some stones on top of mound",,,Four sherds appear late,,
KM 114,http://opencontext.org/subjects/307c198e-1ed9-47a3-b075-835cf63bd4ff,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5173055531215,37.0046944418833,640,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,,2007-01-01T00:00:00Z,2023-10-07T00:24:13Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,114,1993-10-27T00:00:00Z,1993,236,545,0.5,Nothern Valley,false,false,false,false,false,false,false,false,false,true,KM 114,Halıkocahöyük,Unnamed Site,"BP,BG,MD",,Narlı KM road at Halikocahöyük village,Plowed field along Narlı Road,Small late period farm house or ? sherds very worn from plowing etc. scattered around field.  Site pretty much destroyed by plowing and other agricultural activities.   Sherds spread out by plow.,Fair,Roof Tiles,"Single period Islamic, roof tiles late incised some coarse ware similar to KM94",,incised
KM 14,http://opencontext.org/subjects/cc8f4db7-16f8-404e-b4e0-2c7a7e06c53b,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3553977123085,36.8771651674083,640,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,,2007-01-01T00:00:00Z,2023-10-07T00:24:02Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,14,1993-09-28T00:00:00Z,1993,121,362,,Central Valley,false,false,false,false,false,false,false,false,false,true,KM 14,unnamed,Unnamed Site,"KC,HT,BP",37SCB,Canal to south,Sugar beet  and wheat fields,Just a few houses partly plowed under,,Flint count,flint might be quite early,,Late handles noted (SC 9-98) look Islamic
KM 19,http://opencontext.org/subjects/7afbb147-127d-4848-9a12-bd8f8b8690b8,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.2787402214111,36.8079972844263,-333,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,,2007-01-01T00:00:00Z,2023-10-07T00:24:03Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,19,1993-09-29T00:00:00Z,1993,56,283,4,Southwestern Valley,false,false,false,false,false,false,false,false,true,true,KM 19,,Unnamed Site,"EC,BP,KC",37SCB,Büyük H. to sw,Plowed fields,Small round circular mound,,Sherd count Flint count,undistinguished collection from small site=farm house late,"Terra sigillata or imitation plus Hellensitic fine ware, I did not see these in reexamination, but possible local fine ware with slip.","glazed, bright green"
KM 123,http://opencontext.org/subjects/7f18fb1b-fdf0-4779-a8e5-c4e74f6bb406,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5360418084948,36.8970430683781,,,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-121-130/km-123-south.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:14Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,123,1993-10-28T00:00:00Z,1993,142,566,4,Nothern Valley,false,false,false,false,false,false,false,false,false,false,KM 123,Göllühöyük,Güllühöyük,"BP,MD,BG",,Trash dump near Türkğolu road,"Site close to dump, covered with dust","Low round mound just barely visible from Türkğolu road.  Site covered with weeds and surrounded by cotton fields.  Very difficult sherding.  Mound was plowed at one point, very disturbed.  Photo B12, 13","Bad, sample bad",,,,
KM 86,http://opencontext.org/subjects/15ec8723-6f36-4746-bde0-76d18690e47a,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.2912774838289,37.039324764751,,,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-81-90/km-86-gen-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:10Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,86,1993-10-16T00:00:00Z,1993,260,292,3,Southeastern Valley,false,false,false,false,false,false,false,false,false,false,KM 86,Hamızkoulı,Unnamed Site,All,37SCB(N38-a4),Big canal to N; road 400m to SE leads to Güllük,In plain,"Photo 8-32, Very few sherds, recent nomad camp, should be recollected",Poor,Sherd count,"Total of 11 sherds, one grooved rim bowl may be datable, generic late is best guess",,
KM 81,http://opencontext.org/subjects/19a689e7-fd77-407d-80a5-93817b0faa29,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3013583522822,37.0983921059935,640,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-81-90/km-81-gate-lion.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:09Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,81,1993-10-16T00:00:00Z,1993,315,302,,Southeastern Valley,false,false,false,false,false,false,false,false,false,true,KM 81,Ördekdede,Ördekdede,All,37SCB(N38-a4),"In village, site size impossible to estimate, streets pebble paved and not much material except in dirt piles",agricultural in plain,Possibly Roman town with modern occupation on top 2 sandstone pillar bases and basalt mill funnel seen.  6/23/97 - EC thinks this site may have had an eroded lion in basalt on it. No lion seen in walk through village; column bases (Islamic?) in village.  Site has peripheral areas to west in fields.,,Ground Stone Sherd count Flint count,"Sherds are few and difficult to date, possibly generic late","Hellenistic Fine ware, don t see on second inspection ec, 1 sherd sig.","Byzantine handle, Islamic, 2 fine ware wasters"
KM 111,http://opencontext.org/subjects/f3214b97-9e29-4186-acd5-ad4bd6c944f3,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3313347428963,37.1284495260193,640,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,,2007-01-01T00:00:00Z,2023-10-07T00:24:13Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,111,1993-10-26T00:00:00Z,1993,342,335,,Southeastern Valley,false,false,false,false,false,false,false,false,false,true,KM 111,Eğlen,Eğlen,"BP,KC,MD",N38-a3,Near mountains village of Eğlen near Çiçek Köy,,Low mound with modern village.  Difficult to sherd due to modern coverage.  Only one small area was not covered by modern remains.,"Survey conditions poor, sample is poor due to no access to ancient remains",,"One sherd with rope impressions, finger impressed bands and ridges.  Nothing very distinctive but seems Late Roman-Islamic,  one rim with ticking, x marks the handle=LBA or L. Roman","Rope impressed--don t see anything uniquily Hel=LR, ec 7/12","glazed brown, Byz handle"
KM 82,http://opencontext.org/subjects/e6f3a8c9-a86c-4b6f-8008-d2cfb8a47c83,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3114166675021,37.1090000004609,,,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-81-90/km-82-w-hanobasi-in-background.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:09Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,82,1993-10-16T00:00:00Z,1993,328,312,2,Southeastern Valley,false,false,false,false,false,false,false,false,false,false,KM 82,Sianhöyük,Sıçanhöyük,All,37SCB(N38-a4),"Hanobası village and site 2 km east, powerline nearby",In fields and grassy swamp area now dry to west,"Low oval mound plowed, photo 28 to Hanobası, 29 to Hanobası with site 82 in foreground; Osmandede to NW","Poor, recently plowed; dusty, huge lumps of clay",,"Nothing much some heavy rims, pointed base pithoi, generic late; roof tile",,SC 9-98 material on this site looks late-ish
KM 240,http://opencontext.org/subjects/a0ad2422-ee38-4f24-b579-25dfd3009741,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3189873548488,37.0282916216497,-333,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:29Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,240,1995-08-29T00:00:00Z,1995,,,,Southeastern Valley,false,false,false,false,false,false,false,false,true,true,KM 240,Field with highest concentration of sherds near Domuztepe,Unnamed Site,JS,,,NE of Motopump on road from Altıntaş to Kelibişler on flat agricultural plain 1 km east of low basalt ridge,"Site consists of scatter of artifacts in a plowed field surrounded by cotton:  identified in course of intensive survey, since this field had the highest density of artifacts (est. 206 per ha).  of fields surveyed.  It is likely that the scatter extends into surrounding fields currently under cultivation.","Good in plowed field, artifacts collectd in 25 M ttransects and stored in field 7 bag with other survey collections.  Random collection bagged separtely, also made.",Sherd count,,Majority of ceramics,Some Islamic sherds also present
KM 116,http://opencontext.org/subjects/851cc721-972f-47c9-9c89-74fd62ceadc6,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5232784162412,36.990897710626,,,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:13Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,116,1993-10-27T00:00:00Z,1993,225,55,,Nothern Valley,false,false,false,false,false,false,false,false,false,false,KM 116,Karaziyaret,Karaziyaret,"BP,BG,MD",,Opposite to Maslek Yüksek Okulu,Top of a large forested hill.  Pine trees.,"On the top of a large hill near KM 115 there were some scattered sherds.  Top of the hill was leveled in modern time probably destroying ancient site.  Only a few scattered sherds left.  Site looks large on map but only the very top had occupation and the rest is a natural hill.  Site not more than 50x50 meters, water storage house on top of hill.  Pile of debris.  The top of the mountain was, at one point leveled and it appears that when it was leveled, cultural debris was thrown down the slopes.  That is why there are scattered sherds on the slopes.  They then dug a water storage depot on the top of the hill.  The dirt from the depo was pile up next to the storage house.  This dirt also contained cultural debris.  If this is so, then there was, at one time, quite a deep cultural deposit here that is now totally destroyed.   Photo Roll 11, 34,35","Poor, sample poor to fair",,"roof tiles, drain spouts",,
KM 109,http://opencontext.org/subjects/908f4d19-23f0-47b2-b473-a1f6b62e6e18,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3095840310226,37.1220833328347,-333,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,,2007-01-01T00:00:00Z,2023-10-07T00:24:12Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,109,,,339,313,,Southeastern Valley,false,false,false,false,false,false,false,false,true,false,KM 109,Gelaltepe,Gelaltepe near Hanobası,"BP,KC,MD",,Near Hanobası near mountains and Antep road,Plowed field,"Small site with almost no elevation spread out remains in fields, some large building stones site spread out for 1 or 200 meters in plowed field.   Actual size unknown.  Remains spread out 100m in diameter probably single period site associated with late occupation at Hanobası.   Lots of roof tiles.  Photo: Roll 11 #29","Plowed field survey conditions good, sample good",Sherd count Roof Tiles,one period Hellenistic site,"Rope impressed, terra sigilata imitation,  cups with red-washed lip;  red slip looks Roman (LDS 9-98), ungentarium",
KM 53,http://opencontext.org/subjects/a3a01ec4-3e3d-4fa6-bda2-d9ed95814aca,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.2561611984418,36.891787990667,640,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:06Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,53,1993-10-08T00:00:00Z,1993,130,258,2,Southwestern Valley,false,false,false,false,false,false,false,false,false,true,KM 53,Near Yaylacık,Yaylacık,All,37SCB,Spring and village of Yaylacık,Wheat fields and plowed rock outcrops,"Low , flat mound with little elevation.",,,,,"late cooking pots?// Nothing very exciting - late material (SC 9-98);; Probably Byz. my guess is early; one possible mortarium; one sherd terra  sig. black brown int; red-brown ext.; one sherd spiral burnished, Dark, p. 36."
KM 161,http://opencontext.org/subjects/d7a8903d-b0d2-4173-84f5-aa1b15a61a15,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.466392309508,36.8048001814657,640,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:21Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,161,1994-08-31T00:00:00Z,1994,58,493,4,Nothern Valley,false,false,false,false,false,false,false,false,false,true,KM 161,Demircipınar,Demircipinar,,N37-b1,Just west of road; next to house,Spring stretches from nw of site to north,"Disturbed area, house is on top of what may be continuation of site, rocky outcrop to western edge of site area",The site area is very disturbed and full of gravel whole area is dug up orchard to north did not yield sherds; very few collected--one glazed piece,Sherd count Roof Tiles,"Green sort of a forest green int.  and ext. wheel corrugations int; ext. surface has part of a gouge and surface is crackeled, fine white stone vessel fragment",,"glazed, Rope impressed, pinched rim?// SC 9-98 2nd mill AD 13th-14th century"
KM 226,http://opencontext.org/subjects/a6fda68d-eaca-4835-91b4-4902ce6fbd34,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3505627561384,36.9434844514609,,,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:28Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,226,1994-09-22T00:00:00Z,1994,179,358,,Central Valley,false,false,false,false,false,false,false,false,false,false,KM 226,,Unnamed Site,"EC,LB,HT ,MK",N37-b3,"Özbek Çiftlik is to north near 8 and 9 at edge of low hills, on same side of canal as 9",,"Quarry site on rock outcrop, possibly recent, but some sherds, more of an installation","Good general, sparse sherds",,,,
KM 23,http://opencontext.org/subjects/e783d25f-25a4-4159-b193-8e97faebd7dc,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.327847263321,36.8055574441023,640,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,,2007-01-01T00:00:00Z,2023-10-07T00:24:03Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,23,1993-09-29T00:00:00Z,1993,53,338,0,Southwestern Valley,false,false,false,false,false,false,false,false,false,true,KM 23,Unamed flat site,Unnamed Site,All,37SCB,"Telephone pole, cemetery","Flat site, rock scatters and few sherds only, in hills",,,Sherd count,,,"1 cooking pot shed, heavy calcite-tempered base; Red slip seems Late Roman, BYZ along  cf. KM 7, 22"
KM 229,http://opencontext.org/subjects/9824ccf0-98b7-456d-be52-0af21913a680,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3238285127038,37.0209833401049,,,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:28Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,229,1995-08-26T00:00:00Z,1995,,,,Southeastern Valley,false,false,false,false,false,false,false,false,false,false,KM 229,Domuztepe Necropolis A,Domuztepe Necropolis A,"JS,MD",,,"Citadel mound of KM 97 98 degrees; KM 105, 54 degrees, Motopump, 144 degrees (all magnetic)",,"Site consists of an estimated sever rock-cut shaft/tombs on hillside overlooing Domuztepe.  In general these features resemble, KM 222 and 228; vertical shafts, cut through bedrock and then opening out horizontally, perhaps in a softer matrix",,,,
KM 139,http://opencontext.org/subjects/276bed33-0988-4297-b1e7-c995bf3e3964,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5962864676661,36.9876553528075,640,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:16Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,139,1994-08-26T00:00:00Z,1994,223,632,0,Nothern Valley,false,false,false,false,false,false,false,false,false,true,KM 139,Sarıkaya Bağları,Sarıkaya Bağları,,M37-c3,Powerlines crossing N to S; 5 km from village of Sarıkaya 50m east of gravel quarry farm houses to south=40m,Located in grape vineyard on a gentle slope,flattened site,"widely spaced grape vines provided decent visibility, site size is approximate",Sherd count Flint count,All flint with pieces of cortex--is this a site or pot drop?,,heavy red with white grit worn  sherds
KM 35,http://opencontext.org/subjects/f2cd5448-b69d-448d-9e81-2a8e62b8a876,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3578407139417,36.887811455004,-333,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:04Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,35,1993-04-10T00:00:00Z,1993,130,366,,Central Valley,false,false,false,false,false,false,false,false,true,true,KM 35,,Kuyuluhöyüğü,,37SCB,Between small and big canal near main canal crossing,Mostly irrigated cotton fields,Leveled site with wide sherd scatter; probably several house mounds and one larger höyük originally; 90 +90 spread,,Roof Tiles Sherd count,"Many roof tiles discarded, three nice pieces late incised, two painted pieces--looks late Roman,  five heavy rims",Mat l looks 2nd half first mill.,fine incised
